399,0
399,0
399,0
399,0
399,0
399,0
399,0
399,0
399,0
398,0
398,0
398,0
398,0
397,0
397,0
397,0
396,0
396,0
396,0
395,0
395,0
395,0
394,0
394,0
393,0
393,0
392,0
392,0
391,0
391,0
390,0
390,0
389,0
389,0
388,0
387,0
387,0
386,0
386,0
385,0
384,0
384,0
383,0
382,0
381,0
381,0
380,0
379,0
379,0
378,0
377,0
376,0
375,0
375,0
374,0
373,0
372,0
371,0
370,0
370,0
369,0
368,0
367,0
366,0
365,0
364,0
363,0
363,0
362,0
361,0
360,0
359,0
358,0
357,0
356,0
355,0
354,0
353,0
352,0
351,0
350,0
349,0
348,0
347,0
346,0
345,0
344,0
343,0
342,0
341,0
340,0
339,0
338,0
337,0
336,0
335,0
333,0
332,0
331,0
330,0
329,1
328,1
327,1
326,1
325,1
324,1
323,1
322,1
321,1
319,1
318,1
317,1
316,1
315,1
314,1
313,1
312,1
311,1
310,1
309,1
307,1
306,1
305,1
304,1
303,1
302,1
301,1
300,1
299,1
298,1
297,1
295,1
294,1
293,1
292,1
291,1
290,1
289,1
288,1
287,1
286,1
285,1
284,1
283,1
282,1
280,1
279,1
278,1
277,1
276,1
275,1
274,1
273,1
272,1
271,1
270,1
269,1
268,1
267,1
266,1
265,1
264,1
263,1
262,1
261,1
260,1
259,1
258,1
257,1
256,1
255,1
254,1
253,1
252,1
251,1
250,1
249,1
248,1
247,1
247,1
246,1
245,1
244,1
243,1
242,1
241,1
240,1
239,1
238,1
237,1
237,1
236,1
235,1
234,1
233,1
232,1
231,1
231,1
230,1
229,1
228,2
227,2
226,2
226,2
225,2
224,2
223,2
222,2
222,2
221,2
220,2
219,2
219,2
218,2
217,2
216,2
216,2
215,2
214,2
213,2
213,2
212,2
211,2
211,2
210,2
209,2
209,2
208,2
207,2
207,2
206,2
205,2
205,2
204,2
203,2
203,2
202,2
202,2
201,2
200,2
200,2
200,2
200,2
201,2
202,2
202,2
203,2
203,2
204,2
204,2
205,2
205,2
206,2
206,2
207,2
208,2
208,2
209,2
209,2
209,2
210,2
210,2
211,2
211,2
212,2
212,2
213,2
213,2
214,2
214,2
214,2
215,2
215,2
216,2
216,2
216,2
217,2
217,2
218,2
218,2
218,2
219,2
219,2
219,2
220,2
220,2
220,2
221,2
221,2
221,2
222,2
222,2
222,2
222,2
223,2
223,2
223,2
224,2
224,2
224,2
224,3
225,3
225,3
225,3
225,3
226,3
226,3
226,3
226,3
226,3
227,3
227,3
227,3
227,3
227,3
228,3
228,3
228,3
228,3
228,3
228,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
229,3
229,4
229,4
229,4
229,4
229,4
229,4
229,4
229,4
228,4
228,4
228,4
228,4
228,4
228,4
228,4
228,4
228,4
227,4
227,4
227,4
227,4
227,4
227,4
227,4
226,4
226,4
226,4
226,4
226,4
226,4
226,4
225,4
225,4
225,4
225,4
225,4
225,4
224,4
224,4
224,4
224,4
224,4
224,4
224,4
223,4
223,4
223,4
223,4
223,4
223,4
222,4
222,4
222,4
222,4
222,4
222,4
221,4
221,4
221,4
221,4
221,4
221,4
220,4
220,4
220,4
220,4
220,4
220,4
219,4
219,4
219,4
219,4
219,4
218,4
218,4
218,4
218,4
218,4
218,4
217,4
217,4
217,4
217,4
217,4
217,4
216,4
216,4
216,4
216,4
216,4
216,4
215,4
215,4
215,4
215,4
215,4
214,4
214,4
214,4
214,4
214,5
214,5
213,5
213,5
213,5
213,5
213,5
213,5
212,5
212,5
212,5
212,5
212,5
212,5
211,5
211,5
211,5
211,5
211,5
211,5
210,5
210,5
210,5
210,5
210,5
210,5
209,5
209,5
209,5
209,5
209,5
209,5
209,5
208,5
208,5
208,5
208,5
208,5
208,5
207,5
207,5
207,5
207,5
207,5
207,5
207,5
206,5
206,5
206,5
206,5
206,5
206,5
206,5
205,5
205,5
205,5
205,5
205,5
205,5
205,5
204,5
204,5
204,5
204,5
204,5
204,5
204,5
204,5
203,5
203,5
203,5
203,5
203,5
203,5
203,5
203,5
202,5
202,5
202,5
202,5
202,5
202,5
202,5
202,5
201,5
201,5
201,5
201,5
201,5
201,5
201,5
201,5
201,5
201,5
200,5
200,5
200,5
200,5
200,5
200,5
200,6
200,6
200,6
200,6
200,6
200,6
200,6
200,6
200,6
200,6
200,6
200,6
200,6
200,6
200,6
201,6
201,6
201,6
201,6
201,6
201,6
201,6
201,6
201,6
201,6
201,6
201,6
201,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
202,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
203,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,6
204,7
204,7
204,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
205,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
204,7
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
203,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
202,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,8
201,9
201,9
201,9
201,9
201,9
201,9
201,9
201,9
201,9
201,9
201,9
201,9
201,9
201,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
200,9
